Genera,GS01_1,GS01_2,GS01_3,GS01_4,GS01_5,GS01_6,GS03_1,GS03_2,GS03_3,GS03_4,GS03_5,GS03_6,GS07_1,GS07_2,GS07_3,GS07_4,GS07_5,GS07_6,GS14_1,GS14_2,GS14_3,GS14_4,GS14_5,GS14_6,GS21_1,GS21_2,GS21_3,GS21_4,GS21_5,GS21_6,GS28_1,GS28_2,GS28_3,GS28_4,GS28_5,GS28_6,GS35_1,GS35_2,GS35_3,GS35_4,GS35_5,GS35_6
Azospirillales_genus,215122,145335,234078,231882,166360,185440,150368,202867,163379,127344,152698,138989,221113,242381,100361,143480,179411,182722,171216,62922,223149,103481,0,57582,43479,71483,1333556,356638,425911,316124,435021,428358,0,180484,57387,314613,37918,122012,227700,22597,48767,7776
Aurantisolimonas,381461,322891,534901,399283,310499,219641,344360,123758,285903,92297,296788,802231,145692,162339,310890,258602,424971,27124,319814,0,675000,329226,0,346392,0,0,141153,282448,0,130580,0,350105,0,0,0,0,0,49973,33898,14378,0,0
NB1-j_genus,343665,321159,417950,285935,252278,136311,220244,375602,40891,333340,391320,178493,184399,272787,111461,127365,781817,215642,104710,77062,195307,115948,82124,109034,181112,30272,1165177,148508,587649,106540,0,0,24898,0,18626,0,0,33584,137753,0,0,2246
Litorilinea,213067,170459,489237,343343,281153,212176,264289,314481,381606,328775,435425,489082,240284,344328,243515,345338,358863,426869,289779,0,137471,413711,117012,152082,23696,30665,401863,443894,0,64396,0,0,0,0,9556,56276,17713,33164,0,0,22032,0
Nitrosospira,110925,92669,346854,255172,129025,101266,301168,201336,347554,516718,151489,416837,0,419107,207007,182235,659367,309815,623300,0,436195,475887,0,246228,0,0,0,600613,0,525335,0,0,0,0,60815,0,0,0,336833,0,0,0
Adhaeribacter,182375,281605,256222,219295,291121,628477,250650,197663,282081,110141,222379,282173,393775,288002,797826,320189,394171,531992,298827,61789,450102,214005,23658,253723,0,9035,356469,180364,0,166918,0,0,0,0,0,0,0,0,66103,0,0,4617
Virgisporangium,133769,80651,233836,159510,128003,143864,108442,134131,136573,130702,98182,135193,182739,227965,69251,115587,111356,122805,148664,0,0,196152,76302,110125,73273,137742,1136884,400469,960029,454631,928760,0,94231,0,58794,300185,88298,65972,104887,49721,137772,0
Bosea,52227,10202,99560,77277,50128,23508,23970,23231,69863,32422,90978,57359,91036,60416,33828,55608,225762,48336,85294,273199,901150,0,45263,25824,0,62487,2011854,682913,126912,605849,0,386173,0,0,65159,1264436,0,0,67563,43664,79734,0
Novosphingobium,237207,194422,464368,749262,297973,369352,181735,123800,216672,180039,271298,644179,285301,344980,228614,234557,365349,194399,319400,0,357626,134193,90849,67731,31086,0,0,216048,0,199942,0,570906,0,0,133130,0,0,68639,48359,0,30946,0
Staphylococcus,0,32816,0,30727,0,0,74373,29968,32464,262843,0,12735,322323,0,569253,129242,0,124418,45546,487199,164329,57745,137692,176824,1596567,0,653399,0,0,505042,1981789,0,0,0,67693,0,121639,128055,0,0,0,11318
Vicinamibacter,249490,183241,251524,439084,324170,207167,304331,335811,413809,212471,281008,346883,360338,406900,249016,246330,307158,246513,225072,0,0,212439,188964,145309,0,0,1272516,0,0,184270,0,0,0,0,0,0,0,0,140562,0,0,0
JGI_0001001-H03,221670,222860,168376,226592,197211,223553,410547,326622,508426,194765,250606,835747,345890,261696,243134,250240,0,313229,352470,854544,656635,0,393675,0,0,0,0,0,0,0,0,0,0,0,106279,0,0,0,0,0,134452,0
Subgroup_18_genus,213592,275688,458357,327299,278465,174395,329393,396792,145915,326576,360708,328178,326344,279744,71567,188657,1101396,331322,191100,0,241029,113765,0,0,46012,0,528214,0,0,0,0,422237,0,0,0,0,0,64395,101836,0,0,0
Alphaproteobacteria_genus,295495,352190,653341,348890,255603,195008,289670,367745,219129,319035,315643,224328,303438,372279,207577,258596,613651,365521,181692,78303,166029,120922,29404,89515,147364,82860,166379,70220,43460,17205,0,0,11601,0,15941,91426,21668,4057,221430,0,16683,0
Kapabacteriales_genus,159972,223717,330855,308815,234865,289551,143470,272809,679111,230825,283649,476012,251012,343778,254523,259147,323053,398876,558239,0,139317,146868,35973,84876,0,0,308655,340617,0,0,0,0,0,199686,8727,0,0,0,29682,0,0,0
Subgroup_11_genus,342813,380261,435524,287227,309025,123089,400134,620819,160398,324128,318478,269394,549308,232481,112328,182605,808269,269697,78300,248594,266934,80100,26450,41887,0,0,0,0,0,30179,0,0,0,0,0,34530,0,0,188615,0,0,0
Pedosphaeraceae_genus,260012,207768,316585,288438,190675,270762,201153,179904,307670,161459,252083,403202,350608,422487,266759,223975,477436,272804,231566,110030,369742,179673,144971,140709,0,0,429800,97385,0,68873,0,0,0,0,0,0,47361,14188,63992,0,34784,0
Oligoflexus,213472,238238,183918,349710,227990,336179,251259,155524,777080,295322,199744,345854,316507,265914,281591,312182,171757,480134,504414,0,274980,227780,135548,92939,23696,30665,0,46403,0,0,0,0,0,0,30408,112550,0,0,48752,14274,0,0
Clostridioides,0,0,0,0,2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005463,198840,0,0,88352,229152,0,0,0,0,31859,0,425867,0,92300,1444267,3081073,105394,10612,0,34259,0,4092
Brevibacterium,0,0,0,0,0,17449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69879,80698,0,0,0,0,753218,4560432,655478,0,0,0,0,0,216702,22160,198429,61843,0
Candidatus_Alysiosphaera,109438,107574,228120,240725,137525,179421,145993,94644,324511,170464,147573,252422,88849,200049,136915,94431,91380,205757,172227,100592,137180,80410,77622,32589,50876,76084,245788,0,439136,191493,438862,1153625,57955,0,30407,83973,60889,50256,57874,47833,81134,0
Bhargavaea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72845,150606,1316864,331733,768422,0,0,1482699,0,377743,0,0,316879,0,679873,464312,588359,0
Oryzobacter,71176,113072,226418,146776,130332,206148,139520,104970,226028,81560,64742,224181,124738,167305,117136,88097,0,104242,394756,0,191416,307294,0,0,0,105881,904706,563841,0,442298,0,1155038,0,0,0,0,0,60714,0,30228,0,0
Microtrichales_genus,197817,177632,193230,213162,171306,248343,149354,153584,145009,175278,207766,173388,185138,213778,219125,124342,204262,252794,52488,128026,137471,49622,0,0,153325,51494,529634,0,773106,237248,0,607172,86406,0,16507,74740,0,53060,47275,0,48610,0
Serratia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5142221,0,0,0,0,0,0,0,0,0,12623,0,53619,0,21886,0,1215322,0
Caulobacter,198828,109395,180653,447827,270757,270506,263535,76527,370338,110708,240531,377616,322365,214493,280101,78415,203296,311810,94631,0,250982,187402,0,0,0,0,0,0,0,79648,0,1197507,0,0,0,213907,0,0,0,35525,0,9041
Thermodesulfobacteriota_genus,230123,260870,472787,277906,241059,134073,136130,313949,106022,314763,331842,181008,220130,250686,109103,149276,581034,201353,121809,0,174748,199283,52901,95745,61101,56149,656832,0,0,212365,0,0,0,0,25660,0,0,0,118436,9212,18592,1370
Lineage_IIa_genus,162082,230594,314806,402601,302936,198171,232941,333949,225721,132313,255825,308698,113116,462614,170604,204582,352041,191992,233680,205652,0,168707,70887,112433,0,0,248429,141524,0,72737,335635,0,0,0,8727,0,16176,24229,0,9969,0,0
CCD24_genus,165543,185362,389872,308942,189655,166342,173455,182838,149030,173651,202423,254081,243877,314428,114331,129725,321434,153429,156140,108264,194371,285702,51243,35978,34177,0,504310,173843,0,133615,134078,0,0,0,0,0,0,69172,101567,0,23370,0
0319-6G20_genus,121894,184103,248574,235440,240918,143087,268773,175617,414468,140642,173387,242492,102367,203064,223894,218372,175319,268317,250024,0,287986,156604,35972,67239,14002,32760,0,42377,0,314830,0,466807,26945,0,21422,125971,24265,30286,29682,0,0,0
DS-100_genus,236369,112738,400842,435752,144502,199822,363724,276195,578506,232706,241912,365878,135899,224939,83919,209639,42544,237197,173763,0,238375,84081,62423,0,0,0,0,0,0,0,493580,0,34643,0,0,0,0,48924,0,0,0,0
Aggregatilineaceae_genus,187340,162099,234972,221286,189469,241109,271255,251768,198825,140474,255019,278475,293534,105341,104343,166462,430022,360286,139970,207280,37897,133121,38617,96560,0,0,620998,0,0,85861,0,0,0,0,0,0,0,0,126066,0,0,0
Amaricoccus,99477,132032,118043,139448,87469,114168,76929,57265,82038,55692,59969,120047,99129,150808,119706,109682,123406,95647,91247,0,153271,32862,0,0,67386,65138,1602265,158291,257878,113911,357927,211336,0,0,26466,342986,68917,0,86585,0,53731,0
Fimbriimonadaceae_genus,180252,189072,223882,244797,203962,195092,197592,242679,281802,181427,232113,307226,95129,181247,112593,188276,329224,242264,704220,0,0,183206,106584,36210,0,15043,0,0,0,44107,254687,0,0,0,0,0,70853,59694,42621,0,0,0
Ilumatobacteraceae_genus,71963,121515,216846,107713,199726,159338,144543,63081,274991,29988,148857,111076,167793,175324,137986,44299,206898,210201,110875,132669,228412,32882,60027,0,0,0,739840,94358,451926,113540,0,529693,0,0,0,0,26570,34366,76685,21832,50373,0
Ligilactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3535255,0,1692663,0,0,0,0,0,0,0,0,0,0,0,0,37785,0,0,14833,0,0,0
Aggregatilineales_genus,211411,184601,392617,283836,168601,214836,214148,281444,290341,217774,187463,283425,163330,141246,130720,112368,230350,129342,194905,0,42530,0,26450,161916,38232,8983,316183,0,0,55197,0,364706,0,0,10922,0,0,0,117832,13036,12790,0
Daejeonella,65803,32318,106016,121058,67337,99246,149713,57708,193041,60349,114754,129130,279984,259630,192178,49000,199070,200230,45011,201494,317130,0,0,0,0,0,0,0,0,185465,1967155,0,0,0,0,0,0,0,15739,0,0,0
Chthoniobacter,78157,62000,272662,122487,131146,150010,206304,162788,393353,117685,175471,329245,384582,420399,104840,179252,237027,201179,105574,0,314776,198236,30976,72420,0,0,544060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingoaurantiacus,241043,150480,287975,363049,203127,155515,288875,178105,596791,211753,228504,267966,124300,316020,138341,179215,113649,462261,137782,0,0,0,0,0,0,0,0,0,0,0,0,0,134877,0,74715,0,0,0,54662,0,0,0
BD2-11_terrestrial_group_genus,205135,164601,376887,138778,258351,143124,141448,327270,98651,167011,143756,144352,123108,258893,117578,125968,265082,114344,74897,93953,176926,144685,35973,0,14002,23249,425341,102345,0,0,335635,0,0,0,0,34530,32353,0,67458,16103,0,0
AKYH767_genus,200738,147647,286325,179915,215884,262152,280765,221466,301881,175356,196305,339660,131044,137496,143701,263324,315338,147141,302820,0,163373,190320,91174,107130,19795,0,0,0,0,28578,0,0,0,0,3599,0,0,0,0,0,0,0
Puia,150051,167123,264335,213496,140920,192804,211331,139964,351044,94724,202592,314595,365728,216742,198154,182402,334859,258869,278621,0,66348,121617,0,295963,0,0,0,16191,0,0,0,0,0,0,32728,0,0,41585,0,0,0,0
Longimicrobiaceae_genus,132809,127239,247532,208459,83192,249311,199992,229618,525060,70704,240339,311859,144604,271626,158105,186945,186539,231122,85554,0,142438,207251,0,50705,0,0,0,262771,184295,72737,0,0,0,0,11901,0,0,0,10119,0,0,0
Flavihumibacter,345057,220695,448746,221311,336176,151106,423926,324422,275447,303605,351856,246218,140895,155973,53948,81029,331002,116472,91375,0,29002,11056,59513,64484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Udaeobacter,147810,58858,176679,147432,158666,113992,121696,128201,332396,158619,107400,416837,217962,278841,141371,163106,316570,127521,253694,0,489559,184137,115853,188292,0,0,0,0,0,221996,0,0,0,0,0,0,0,0,0,0,0,0
Arenimonas,198079,192300,195756,255862,190548,215276,272777,168395,336595,163072,142261,388648,157146,314653,167337,209037,120426,142539,189541,0,104961,96225,0,0,0,0,0,0,0,207390,0,303922,0,0,15721,0,0,0,0,0,0,0
Elsterales_genus,99504,97757,249466,261382,131166,131615,150744,123405,235551,85825,145967,207009,72276,250134,106537,103453,210721,89402,114368,0,67406,138949,0,0,0,41049,439897,68543,276408,87581,394031,0,0,0,0,91426,70420,32453,67768,6676,36575,0
PAUC26f_genus,114550,180659,277902,155089,139598,99273,144326,206462,13680,122257,196707,68866,353539,261696,76470,136851,347915,287939,101919,0,318744,130017,76485,35155,14002,0,248429,0,513270,0,0,0,0,0,0,0,0,0,43029,0,0,0
Ardenticatenaceae_genus,109321,160331,119277,175724,128577,210284,101594,107651,212317,106868,115159,153150,136699,140059,131410,150334,110334,186143,203721,48020,177987,52415,88873,125661,30551,22721,248429,311832,0,58809,173740,379120,0,0,5554,0,24265,12115,109957,0,0,1620
Promicromonospora,88063,51493,54371,98820,44552,61228,25981,32028,0,75749,26431,24586,115977,26389,63709,31444,111753,69442,26907,111785,154435,229709,0,0,4397,209167,1295010,856748,0,184966,0,0,0,0,0,152005,0,141956,167307,0,37288,0
Sphingobium,79687,199937,149229,73325,498075,482329,100460,172973,149872,67428,54280,864536,308445,264242,105158,98253,327990,225335,155354,0,48004,0,0,0,29800,0,0,106875,0,0,0,0,0,0,6591,0,0,0,0,0,0,0
BIrii41_genus,130705,207674,297940,197663,228006,159459,129023,152428,104563,114928,249814,152168,245390,252827,158142,197284,332563,165870,103670,113881,157102,187418,21695,15129,17750,0,0,247752,0,48237,0,0,0,0,0,70476,0,0,66017,0,0,0
Aeromicrobium,53614,116049,194303,134329,115077,207957,57162,55066,122701,119675,126947,98955,66526,218426,156517,113771,177640,218112,205385,102878,14501,177561,77622,0,0,0,0,0,0,546518,0,0,0,0,72109,931180,0,0,0,0,0,0
Nonomuraea,19412,21594,55454,15145,12902,12297,7621,8088,3523,27355,11848,9458,21183,7436,0,4430,20477,1631,0,0,66822,0,31049,0,28435,43510,1140054,217482,130746,221996,181598,317424,11802,0,50737,842722,52254,318980,375835,8397,58752,31815
Pla3_lineage_genus,255094,250410,351527,228849,236571,83122,193666,292676,100260,206303,198380,180831,102759,101860,131276,138795,205986,121536,115413,81326,182955,0,54034,59157,0,0,215043,88591,0,115297,0,0,0,0,0,0,0,0,60728,0,0,0
Marmoricola,23307,59585,76859,53194,56629,146314,41500,33093,144012,22948,52804,93184,40026,83414,78108,57656,108074,116969,121501,0,0,203371,0,121732,0,0,667570,0,0,0,0,1513403,73851,0,0,362242,0,0,0,0,0,0
Subgroup_22_genus,204536,182397,308410,172771,118955,159846,237754,247722,70933,174777,146229,115681,180212,165069,96932,150857,339771,154248,113496,0,100647,53506,44437,35155,0,0,127979,63166,0,0,0,422237,0,0,0,0,0,25758,88070,0,0,0
Aureimonas,44370,22955,49245,0,27897,27728,72526,44742,66928,0,27928,38531,10504,381928,35343,0,274395,642924,0,0,0,0,0,0,0,0,0,0,0,0,2257004,231572,0,0,0,0,0,0,0,0,0,0
Pseudorhodoferax,0,0,0,0,0,0,0,0,0,0,0,0,0,60068,135669,0,93332,0,0,0,3928532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luteitalea,192951,146097,292330,213499,170973,215359,169470,158717,440028,118040,150363,312023,0,315840,196399,168130,0,234165,108289,0,0,0,0,0,0,0,0,0,0,598879,0,0,0,0,0,0,0,0,0,0,0,0
Aquihabitans,56849,97344,84571,110989,94589,104280,100799,73995,105676,47619,73205,120847,130865,120831,95931,121825,94707,105990,131221,273199,0,0,39390,94146,61330,4628,966532,309936,0,64396,0,0,0,0,57339,386892,0,0,27331,0,43014,0
Actinophytocola,77316,93317,144339,108929,101670,99561,55138,62203,74663,61485,52252,123154,116866,78478,74870,198975,79424,111553,62898,0,0,362179,91704,0,65464,63812,542668,160322,0,323276,0,514142,0,0,23382,0,68937,68655,51843,0,66621,0
Euzebyaceae_genus,89085,110909,147546,127469,89889,215903,99359,57955,116808,82943,163124,133398,61229,130030,131324,91815,105569,137594,157511,0,79549,122048,0,0,7222,0,0,537113,0,504877,470461,0,0,0,0,0,45889,48641,48990,38286,0,0
Filomicrobium,26807,26355,0,0,0,0,0,33556,0,8105,0,0,0,0,0,0,0,34941,0,0,0,0,0,0,0,0,0,0,0,252500,2749913,0,0,0,0,518788,0,428572,0,0,22382,0
Roseomonas,32908,24485,43464,30704,56841,30139,39978,30803,64133,16344,22851,59039,36765,91088,43776,16109,84796,71747,49864,118882,384687,19849,0,89800,0,0,1377201,70393,0,179631,614839,0,0,0,13206,318307,14171,5306,0,0,11051,1396
Kaistia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90109,0,0,0,22043,0,609624,0,0,230942,0,0,0,0,117993,1965545,0,573328,0,46866,338326,38342
Agrobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,52023,0,0,0,0,41619,536571,684368,0,236893,0,0,107513,0,2169876,0,0,0,0,0,0,78450,0,0,0,0,0,0,0
Mariniblastus,125748,136333,146597,185726,81681,185033,156148,112396,82509,92189,83106,100983,84380,215449,148128,109753,275797,169428,47286,140054,149453,120647,0,117438,0,0,0,0,588946,0,0,0,53161,0,17219,101397,0,0,75863,0,0,0
Rubellimicrobium,107844,110994,76043,137071,56389,128689,133170,103796,645327,100111,113847,190084,57662,77456,155076,106276,31691,626266,10414,0,22558,0,0,117827,0,0,0,0,0,148616,0,629809,0,0,0,0,0,0,0,0,0,0
CL500-3,136807,182786,186274,345416,262409,200121,138906,250379,109198,181611,218348,108588,0,185894,76744,142969,69623,79201,39366,256052,84687,184137,78780,91732,0,0,0,0,0,128792,0,0,0,0,33014,0,0,26531,22160,0,0,5322
Rhodomicrobium,135002,129969,203651,180439,170773,116607,137518,200096,73180,72100,132937,86349,236988,103755,106616,85697,271918,126221,0,164818,0,173515,63585,0,47975,0,253051,144157,0,0,0,0,0,0,0,224120,0,24680,63904,0,0,0
Romboutsia,12017,6971,19698,6016,0,0,10080,13078,0,4458,0,0,6828,0,0,0,7167,4659,0,497473,1535963,0,1223871,0,0,12266,0,61987,155758,0,0,0,0,0,5213,0,0,0,8864,0,101276,0
Rhodothermaceae_genus,145127,63762,291187,319483,121178,137433,97111,194453,124463,102331,165030,32401,126051,176599,83812,116792,170985,258567,45927,0,111369,0,97317,91732,0,0,280274,182110,0,0,0,0,0,0,26064,0,0,53061,32501,0,0,0
Terrabacter,28656,45059,55668,32156,40102,33152,0,40440,0,0,30467,0,74404,60416,36858,28694,94707,72212,59050,0,0,0,0,0,0,122082,1881542,341456,0,233012,0,0,0,0,65159,0,0,95408,173588,0,0,0
Allorhizocola,136003,96575,178208,192727,141436,127839,96187,89160,111032,116622,107131,120641,83303,188396,64980,103421,202607,133713,85894,0,66592,126795,58802,56886,0,0,242818,131726,0,453607,0,0,0,0,0,0,0,0,55344,0,0,6182
Actinomycetospora,19756,47556,55928,48443,38414,69343,29172,24518,60412,9356,32825,81101,54276,103225,82594,39583,29987,64843,95790,0,136211,98432,0,64968,0,0,212065,92866,0,146659,0,1207115,10009,0,0,434315,0,39309,17151,0,44844,0
Rhodoplanes,91577,48047,225061,203637,142583,121899,46883,105250,228886,131768,129505,170660,110742,125370,98630,143805,107625,135974,104773,0,0,0,0,0,0,38213,0,0,761473,0,0,0,0,0,0,0,150670,0,0,24995,0,0
A21b_genus,158803,97174,196265,227031,140861,122604,151204,211478,223486,131259,190357,243471,147904,100731,108531,126625,166440,154404,174247,0,0,192018,85605,4506,0,0,0,36889,0,0,0,0,0,0,0,0,0,0,41482,0,0,0
Kofleria,79958,42708,97954,37342,30512,60074,124155,43451,222610,54205,37660,222451,140494,134774,137836,144983,51193,97254,160746,102878,271462,177561,0,0,23696,0,0,133956,0,172005,0,511154,0,0,40833,0,0,33164,36934,0,0,0
Arthrobacter,37647,78525,109389,50921,62452,17754,33526,64922,23697,78475,37699,31366,73211,0,104467,81279,201049,151413,38571,0,0,171745,139445,58814,0,60594,1116598,336840,0,117392,0,0,0,0,64764,0,0,0,51035,0,0,0
Longimicrobium,0,47345,0,38510,48027,102508,131759,59250,304440,67950,82604,128472,0,94617,145119,103697,138559,335465,31430,0,0,0,0,0,0,0,634293,0,241681,205994,0,0,0,0,0,442283,0,0,0,0,0,0
Geodermatophilus,64706,43642,106340,129314,66838,61081,56136,85181,82974,62479,36391,31234,41433,68162,25245,72491,66551,94730,6561,0,296210,90076,51748,134379,0,23915,520704,0,0,209005,0,0,0,0,0,331204,175656,136735,0,33587,124964,0
mle1-8_genus,135491,182845,177934,146356,184708,51745,216102,182690,16621,120748,188584,94369,145092,97615,60865,102521,296873,123386,35950,93953,152030,114110,0,0,21640,0,0,102345,241401,0,0,0,0,0,0,0,0,18172,0,0,0,0
Luedemannella,116454,66524,79239,52648,41087,26223,76132,82142,709,65505,95881,32806,50776,70202,26236,44106,109500,68264,45590,31772,197671,70802,0,0,14318,83205,880369,0,427633,158711,0,0,0,0,12074,34003,57528,45009,107565,0,0,0
Chthonomonadales_genus,130847,95499,94833,158198,130571,166795,59498,106863,61121,164236,166557,95968,167876,101860,102363,129645,179525,59034,53926,138841,326309,67701,52901,58421,0,0,0,0,0,0,0,291432,0,0,0,0,24265,0,61387,0,0,0
Paeniglutamicibacter,0,30445,0,0,0,0,0,0,0,0,0,0,0,0,0,47620,0,0,0,0,237505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333357,0,2390245,174619,0
ADurb.Bin063-1,112210,110023,119649,117595,112353,75427,125555,172082,0,96441,186460,203707,201752,248974,55079,90991,242004,94673,95901,162600,161296,0,0,69709,0,0,220410,0,0,0,0,0,0,0,0,0,92355,28375,0,0,0,0
Polyangiaceae_genus,69768,71896,148474,149798,93830,162928,41534,84400,104497,57698,95009,60130,62014,192479,250934,86691,111314,110760,76873,201209,149516,0,142054,56055,0,0,253814,152681,0,0,0,0,0,0,24146,151422,14480,0,0,14643,0,2353
Subgroup_15_genus,70899,81716,191243,137969,97335,153327,119346,164564,5700,63938,185695,112225,277052,162432,86273,118278,301195,67848,89178,0,135156,111444,0,35155,0,0,0,0,0,0,369409,0,0,0,0,0,0,25758,21515,0,0,0
Planctomycetes_genus,117284,133407,140480,134889,114746,120556,72395,132975,144800,81695,102026,134991,104489,113886,146178,92722,146093,169414,142632,0,142145,98774,38465,89690,26445,0,110780,0,107850,50906,0,0,23324,0,0,0,0,47593,47298,8629,21840,0
Neorhizobium,26807,15586,14988,0,48530,14868,8605,17495,47750,20601,25953,40283,56022,71259,120165,0,144023,66001,28431,18289,419180,50219,77235,0,0,74059,0,281920,0,0,0,1065609,0,0,0,233894,0,0,38411,0,0,0
Hymenobacter,52516,25222,102438,138649,754870,61081,63677,12906,143565,96497,58629,77893,46802,71259,164114,32956,298968,407392,26710,0,119876,93662,0,18507,0,0,0,0,0,0,126830,0,0,0,0,0,0,0,0,0,0,0
Pontibacter,6191,18064,7912,0,10469,7518,10221,10333,16270,7488,9382,11326,41241,83717,68329,26740,2837,28244,0,0,137711,11322,58328,38468,733310,0,0,0,0,339708,1190283,0,0,0,0,102755,0,12254,0,0,0,0
Ellin6055,124546,58986,200752,88400,58731,93906,136513,167100,129073,140777,78597,131791,0,337989,62714,77896,6466,118196,0,237041,0,323467,0,0,0,0,0,0,0,276492,0,0,0,0,0,0,61383,0,0,0,39757,0
Armatimonadaceae_genus,75902,69715,145386,112212,89322,87642,81131,80585,218638,108329,59224,194982,31577,100630,201958,176748,85493,288864,108693,0,379930,0,19695,36210,21640,0,0,0,0,79648,0,0,0,0,0,0,0,0,49491,0,0,0
Abditibacterium,63735,33386,49861,68206,44584,117803,96545,101364,310432,35623,131390,257916,149888,165522,125878,83211,84620,323353,230685,48020,77340,90087,17986,25353,0,0,0,0,0,0,0,0,0,0,0,0,32353,36343,0,0,0,0
Niastella,91495,95786,203602,191202,195634,137884,148415,221677,74659,151291,149781,197874,140895,54113,119469,111951,181995,161454,20222,0,0,0,0,38029,0,0,0,0,0,0,0,0,0,0,11005,0,0,0,0,0,43834,0
Sumerlaea,95815,111026,64525,152989,58518,122756,130221,84077,201595,105482,115934,163945,106722,84884,129566,67581,100048,98920,71902,70986,63567,14742,17986,33068,0,0,0,160714,241401,0,0,0,0,0,15075,0,0,0,0,0,0,0
CL500-29_marine_group,59160,75665,167004,128104,64947,51838,71298,105401,233659,63322,101980,68743,81845,209131,87852,125853,56824,227705,161838,0,152553,66959,48658,0,51573,0,0,196994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankiales_genus,54766,61831,105712,153478,63130,130759,94411,87660,191033,68921,74019,124631,71345,134031,125353,107626,87622,180002,115178,64500,77824,84711,0,0,0,0,129206,149855,0,90310,0,0,0,0,3813,0,0,0,0,0,0,0
Rhodanobacteraceae_genus,134095,155804,70758,121092,152884,133490,205203,93058,250131,117303,99159,223771,34939,87761,123082,165067,167421,144964,92097,0,0,0,49722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subgroup_2_genus,60129,87494,227619,145018,171818,121725,107411,186282,37619,69840,139682,44211,102832,81216,47058,103615,335985,37317,0,248594,82220,80100,0,0,0,0,0,90103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCG-008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2543359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modestobacter,43754,44492,123469,149369,95606,117742,76214,42447,194912,75313,87452,112383,91328,167587,74388,99005,0,107154,161839,0,0,112794,32439,88513,0,0,0,0,0,185279,0,0,0,0,0,257928,0,0,0,0,0,0
SZB85,94109,27530,40272,161619,132595,128247,122106,73750,39139,93405,37076,129355,212084,57539,33659,101450,11214,173820,28119,144791,130925,0,9930,0,0,0,0,0,129934,270011,0,0,0,0,8109,0,0,89796,54872,0,0,0
SM1A02,61988,118139,276461,106463,84392,59939,123418,112606,71000,69778,80764,166638,58175,25465,98352,124885,131839,137056,61978,0,103297,18343,17986,0,73945,0,127979,0,0,0,0,0,17321,0,10860,0,0,26531,113890,26471,0,0
Bauldia,72660,112302,222075,139431,98532,73454,77758,122457,60074,81054,81087,82682,100564,112402,83602,133462,254775,106720,30517,0,0,100660,0,0,0,0,0,248406,0,0,0,0,0,0,63038,0,0,0,25424,0,0,0
Virgibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26726,0,303350,0,1086778,0,0,323063,63415,268343,19607,0,323022,24749,0,0,23520,0
Chitinophaga,34510,69146,46033,54630,274032,59474,109813,72848,15264,71261,51060,74727,314542,46474,119156,63430,71670,100942,52488,267484,0,84097,38618,0,28807,0,181353,117321,0,32198,0,0,0,0,0,0,0,0,0,0,0,0
Bremerella,85632,70465,166121,124287,72257,36927,123987,76073,106284,59330,57945,66515,111982,125605,70959,51702,102386,82895,23643,0,135978,0,0,65243,0,0,0,0,363610,116029,0,0,0,0,0,0,0,35852,66547,0,44717,0
Lentzea,27731,41828,35542,49167,31733,46293,37369,24436,39687,31003,24035,46938,51120,87370,59780,29399,99110,98768,34117,0,145940,95177,46341,33796,0,97896,528452,128528,0,191832,0,0,0,0,0,118530,0,24950,101937,14778,0,0
Olivibacter,0,0,0,0,0,0,0,0,0,0,0,0,8535,0,2020,0,30972,0,0,0,75406,0,0,0,0,0,1945428,341456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aerococcus,0,0,0,0,0,0,5942,4419,0,8265,4858,0,10314,0,0,78174,0,0,0,0,0,0,163104,169928,0,0,0,0,0,294384,0,0,76403,0,12074,627997,0,925459,0,0,0,6789
env.OPS_17_genus,35828,85268,37691,46646,46686,143738,59644,80440,42382,27576,39812,33423,65263,49498,153558,148343,26960,72707,253643,45994,129052,144332,52100,10713,33816,0,237789,158010,0,56153,0,0,0,0,7711,0,0,0,13112,0,0,0
