,MS01.1.R2,MS01.2.R2,MS01.3.R2,MS01.4.R2,MS01.5.R2,MS01.6.R2,MS03.1.R2,MS03.2.R2,MS03.3.R2,MS03.4.R2,MS03.5.R2,MS03.6.R2,MS07.1.R2,MS07.2.R2,MS07.3.R2,MS07.4.R2,MS07.5.R2,MS07.6.R2,MS14.1.R2,MS14.2.R2,MS14.3.R2,MS14.4.R2,MS14.5.R2,MS14.6.R2,MS21.1.R2,MS21.2.R2,MS21.3.R2,MS21.4.R2,MS21.5.R2,MS21.6.R2,MS28.1.R2,MS28.2.R2,MS28.3.R2,MS28.4.R2,MS28.5.R2,MS28.6.R2,MS35.1.R2,MS35.2.R2,MS35.3.R2,MS35.4.R2,MS35.5.R2,MS35.6.R2
Bac_Alistipes,338,0,0,0,380,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,391645,0,0,0,0,0,0,0,0,0,9068,0,0,0,0,0,0
Bac_Vicinamibacterales_genus,697,7071,10537,9414,3190,5581,0,6008,6445,5750,1427,8482,12629,6927,1157,1214,0,3008,8691,16157,15680,3423,10675,0,5130,15352,0,0,0,36933,12792,0,11182,39692,17819,0,0,53808,0,0,0,55611
Bac_Atopostipes,0,0,0,0,0,0,0,0,341,125,0,0,280,0,0,0,0,248,0,9027,710,0,0,22141,0,0,0,0,0,0,0,0,0,5242,9737,15504,0,72979,108618,11901,17718,102984
Bac_Lachnospiraceae_NK4A136_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361399,0,0,0,0,0,0,0,0,0,0,0,0,0,4406,0,0
Bac_Streptomyces,0,83,0,82,434,407,0,0,744,0,0,2125,2124,732,689,0,0,314,0,87280,26900,2883,18813,2445,0,40848,20891,0,0,11727,0,115576,0,5305,0,0,7124,0,8347,0,0,0
Bac_WD2101_soil_group_genus,1393,0,0,4071,4832,3256,0,6530,9203,2706,571,3062,7564,2398,1620,0,0,1337,0,130899,36405,978,4367,0,0,0,0,0,23381,0,8688,40449,21855,0,0,8281,0,0,0,0,0,0
Bac_Anaerostipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306947,8486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Pedobacter,235,0,0,172,967,262,0,0,277,1600,0,0,477,0,677,0,0,0,4441,55571,222924,0,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6635,0
Bac_Facklamia,0,0,0,0,0,0,446,0,460,0,0,0,0,0,0,0,0,0,0,82496,22719,0,2851,112103,0,0,4990,0,0,0,0,0,0,5616,15847,0,0,0,40632,0,7365,0
Bac_Pir4_lineage,0,1517,0,4355,1935,2305,1835,1412,3042,0,0,1910,11448,0,1459,555,2095,1505,4818,73520,29345,0,7213,0,0,19194,0,0,0,0,0,0,0,25503,4211,0,0,72849,0,0,0,0
Bac_Chryseobacterium,0,0,0,0,575,0,0,153,837,0,0,2201,883,467,0,0,0,325,5333,79917,149055,666,1369,1067,0,0,0,0,0,0,0,0,0,3292,0,0,0,0,14013,2686,0,0
Bac_Devosia,0,0,0,381,537,0,0,1698,0,1014,0,0,0,0,810,0,0,0,0,106252,122627,0,0,0,0,0,0,0,0,0,0,0,0,16923,0,4961,0,0,0,0,0,0
Bac_Nocardioides,279,631,0,1157,1708,697,0,87,5105,380,179,1411,2721,0,1733,693,0,1753,6885,73846,29115,2015,19386,0,0,46586,14085,8983,1804,0,0,0,0,0,2516,0,0,17214,0,5745,7491,0
Bac_Nitrospira,0,4377,0,2036,3759,2325,0,477,3376,5411,0,4240,4236,4529,2314,0,0,1337,0,98037,45164,0,0,0,0,5326,0,0,0,0,0,0,0,22461,0,0,0,0,0,0,29459,0
Bac_Siminovitchia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37104,0,0,0,25182,0,0,0,54506,0,17876,33863,64214
Bac_Prevotellaceae_UCG-001,0,0,0,0,0,0,0,1284,66,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,200776,0,0,0,0,1805,0,0,0,999,5035,0,5717,0,0,3234,8928
Bac_Subgroup_10,0,981,0,741,0,0,742,0,0,2955,0,2287,2644,0,1573,0,0,0,0,0,31624,0,0,0,0,0,0,0,0,0,0,117814,0,0,0,0,12982,0,0,0,9709,40567
Bac_Chelativorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Massilia,428,0,417,209,1282,349,0,499,963,1195,350,1029,10278,545,631,84,0,821,13544,49539,130886,267,2604,0,0,0,2408,0,0,0,0,0,0,1511,0,0,0,0,0,0,0,0
Bac_Domibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66562,15088,0,0,0,0,8656,25252,28708,0,0,0,0,0,0,48458,0,0,0,0,12504,9956,0
Bac_Phyllobacterium,0,0,0,0,0,0,0,0,0,0,0,314,0,0,540,0,0,0,0,16248,23358,0,59118,0,0,97546,0,8177,0,0,0,0,0,0,4869,0,0,0,0,0,0,0
Bac_Intestinimonas,0,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Luteimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202,0,196523,3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Mycoavidus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82291,103277,976,0,2079,0,0,5483,2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Brevundimonas,181,351,0,132,2517,484,0,272,0,1409,446,614,0,0,0,0,0,0,4004,0,20957,1528,0,0,0,0,0,0,0,0,0,0,0,29487,5933,0,0,0,63772,0,64330,0
Bac_Pseudoclavibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_UTCFX1,0,0,0,3224,1253,620,0,2438,4092,6539,1332,1099,4438,1599,1234,0,0,1783,3120,0,66241,0,18115,0,0,0,0,0,0,0,0,44944,18128,0,3116,9716,0,0,0,0,0,0
Bac_UCG-005,465,0,0,170,0,388,0,1131,1637,1128,476,393,0,0,617,0,0,2006,0,0,0,0,0,0,0,23290,0,0,0,0,8608,0,0,0,1558,0,0,0,0,18326,121892,0
Bac_KD4-96_genus,795,1635,0,3471,521,678,0,1193,6958,463,1109,3861,4007,5690,0,598,0,0,0,47325,0,0,12014,0,8628,9125,14886,28469,0,0,0,0,16037,0,2534,10761,0,0,0,0,0,0
Bac_bacteriap25_genus,318,3690,931,3020,490,1699,2093,716,7568,1081,521,3981,4836,1704,4543,141,0,763,1679,44766,5500,1340,0,1903,0,10301,7001,0,0,0,0,26029,7542,0,4668,0,0,0,0,0,9132,0
Bac_Latilactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151693,0,0,0,5396,0,0,0,0,0,0,0
Bac_Rubrobacter,0,2020,0,1527,0,1628,0,0,3239,0,0,3769,3328,0,1620,616,0,0,0,48745,28194,0,15043,2852,0,3446,0,10150,0,0,0,0,0,0,0,0,0,0,0,0,0,27655
Bac_Kaistia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108220,0,0,0
Bac_[Eubacterium]_xylanophilum_group,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Blastocatellaceae_genus,0,981,0,0,0,0,0,2283,3278,1970,0,2745,0,0,0,0,0,0,0,79230,0,0,3533,0,0,0,0,0,0,0,0,52362,0,0,0,0,0,0,0,0,0,0
Bac_Turicibacter,0,0,0,0,246,0,0,9077,128,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,1741,32872,1832,7096,0,1200,3962,0,0,0,462,0,19844,26027,7698,1527,11824,16458
Bac_Paracoccus,0,0,0,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41176,16060,0,0,0,0,5522,2203,0,0,9232,0,24250,0,0,0,3569,0,19425,0,0,19541,0
Bac_Microvirga,0,385,0,726,0,863,0,1120,3114,97,0,2020,1729,496,794,1056,0,1910,0,0,17518,1746,3535,3134,0,6087,0,0,0,0,0,0,0,24264,1586,9391,8860,30833,0,0,0,19925
Bac_Lederbergia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,0,0,0,0,0,0,0,10296,0,32335,0,42264,0,10713,40312,0
Bac_Solirubrobacter,0,0,0,7125,0,465,0,0,3683,0,285,2827,0,6394,3008,0,0,0,0,32314,53376,3423,0,0,0,0,0,0,23381,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Lachnoclostridium,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134376,0,0
Bac_Akkermansia,0,0,0,0,0,0,0,697,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126162,5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Clostridia_UCG-014_genus,258,0,0,0,99,0,0,1645,0,0,0,87,0,0,0,222,0,0,0,0,0,0,0,0,0,108267,2464,0,0,0,1608,0,0,0,0,0,0,7459,0,8508,0,0
Bac_Clostridia_vadinBB60_group_genus,0,0,0,0,0,129,0,0,205,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86277,0,0,3903,0,0,0,0,0,577,8492,2476,0,19149,0,4918,0
Bac_Microlunatus,1045,0,0,763,0,0,764,784,2455,338,0,471,2723,0,0,0,0,0,0,0,36679,0,10675,0,0,0,0,0,0,0,0,67416,0,0,2337,0,0,0,0,0,0,0
Bac_Gemmatimonadaceae_genus,0,605,3695,1372,965,1533,349,938,5435,2633,0,2263,7791,3829,3741,368,0,0,0,29761,0,0,8886,0,0,3434,2598,0,0,0,0,34617,0,10257,0,0,0,0,0,0,0,0
Bac_Listeria,0,0,0,134,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124467,0,0,0,0,0,0
Bac_Neorhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69708,0,6632,0,0,40104,0,0,0,7303,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Treponema,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19727,0,0,12926,7737,21097,16108,0,0,0,0,44747
Bac_Colidextribacter,0,0,0,85,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,2103,0,0,119373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Enteractinococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34616,0,0,0,0,48242,0,36979,0
Bac_Agromyces,0,0,0,0,0,0,849,980,1151,282,0,491,0,0,0,0,0,0,0,0,10150,1833,8088,0,0,29635,24952,0,0,12259,0,0,0,23590,4747,0,0,0,0,0,0,0
Bac_Pirellula,314,4968,0,4379,0,2420,918,5263,6037,1940,0,1582,2232,3932,948,0,0,0,0,0,7151,802,13921,0,0,6164,0,0,0,0,0,0,9166,0,4549,0,0,0,0,12440,28134,0
Bac_JG30-KF-CM45_genus,0,1963,0,1366,536,814,0,1192,2003,0,0,0,3184,1095,3290,0,904,502,2572,32588,17146,0,6514,0,0,1723,3038,0,0,0,4224,0,0,16923,11030,0,0,0,0,0,0,0
Bac_Oscillibacter,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,103,0,0,0,0,0,0,0,0,1761,35507,0,0,0,0,0,44944,0,0,0,0,0,0,24321,0,0,0
Bac_RF39_genus,159,0,0,0,368,0,0,1074,421,0,261,215,0,0,0,1369,0,0,0,0,0,0,0,0,0,68672,0,0,0,0,0,0,0,0,2134,4531,8184,0,0,12238,2527,0
Bac_Herminiimonas,2090,11953,0,4453,5772,9186,2420,7967,2148,6088,999,1767,3177,7060,3355,2620,0,5516,1838,0,0,4278,5702,0,6245,0,0,0,0,0,5310,0,0,0,0,0,0,0,0,0,0,0
Bac_Xanthobacteraceae_genus,0,3389,0,1118,250,216,0,0,1998,0,0,0,0,4968,0,287,0,0,0,0,13240,0,0,0,0,0,0,0,0,0,0,0,0,0,3125,0,0,0,0,0,0,65433
Bac_Limosilactobacillus,0,0,0,0,54,140,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,3040,0,0,0,0,0,0,0,0,0,0,0,90408,0,0,0,0,0,0
Bac_Gaiellales_genus,1225,0,0,3562,1050,2326,1783,1045,614,676,0,3769,3933,7460,0,1233,0,2674,0,0,48722,0,4367,0,0,9399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Oceanobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,2710,6218,2289,0,35831,0,0,0,0,13289,0,24613,0,0,0,0,0,0
Bac_Microscillaceae_genus,348,2694,0,1399,537,0,0,0,614,0,0,1767,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8259,0,0,20930,0,0,36012,0,12298,0
Bac_Leucobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16286,0,0,0,0,0,0,0,0,0,0,0,0,56923,3360,0,0,0,0,0,7568,0
Bac_Blastococcus,0,2581,1586,1442,89,1395,424,1306,2864,0,0,471,908,0,0,308,0,0,1560,0,24726,163,5257,951,0,627,0,0,0,6051,0,26966,0,0,0,0,0,0,0,0,0,0
Bac_Gemmataceae_genus,413,2820,0,1921,930,1390,0,826,1557,992,381,1402,3838,994,642,0,0,0,0,21616,3212,387,518,0,0,0,0,0,0,0,0,10786,0,0,924,0,2428,21268,0,0,0,0
Bac_Gaiella,0,4041,0,6361,805,2093,1019,3396,5524,0,0,1885,5144,4529,0,0,1033,0,0,0,0,0,8006,0,0,12846,0,0,0,0,0,0,21855,0,0,0,0,0,0,0,0,0
Bac_Agrobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73333,0,0,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Pseudorhodoferax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8982,0,35193,0,19888,0,0,0,0,9974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Roseiflexaceae_genus,0,769,0,581,2329,0,0,1551,4485,0,261,1184,0,0,740,704,0,1526,1679,0,16499,447,0,0,0,1574,0,4635,0,0,0,0,0,15455,0,0,0,12216,0,0,6911,0
Bac_Steroidobacter,0,0,4759,5089,0,0,0,0,2762,1353,0,2356,0,0,0,0,1808,0,0,0,45164,0,0,0,0,9399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Adlercreutzia,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,55765,0,0,0,0,2368,0,0,0,2775,0,3410,0,0,5211,0,0
Bac_Sanguibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36832,5064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28106
Bac_UCG-003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42298,0,0,0,16171,0,0,0,0,0,10956,0,0,0,0,0,0
Bac_Bacillaceae_genus,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,0,5412,0,0,0,0,0,0,51398,0,10488,0,0,0,0
Bac_TK10_genus,159,3843,0,1308,0,0,0,2744,946,618,0,753,691,1825,0,705,0,0,2442,0,35497,0,1994,0,0,0,3038,0,0,10004,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Roseomonas,0,0,0,62,161,93,0,0,0,0,0,236,182,0,0,0,0,0,0,29466,30712,0,4852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Methyloligellaceae_genus,0,0,0,2595,0,0,0,2351,0,1623,0,755,2723,0,0,0,0,1337,1070,7515,0,0,8006,0,0,0,0,0,0,0,0,32359,0,0,3739,0,0,0,0,0,0,0
Bac_Aliihoeflea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60883,0,2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Filomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62004,0,0,0
Bac_Ignatzschineria,232,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13427,13883,33640,0,0
Bac_Geminicoccaceae_genus,0,674,0,127,0,0,0,718,307,0,0,236,0,0,463,77,0,0,0,36695,9102,0,1092,0,0,2820,0,0,0,0,1086,0,0,0,0,2480,0,0,0,0,5000,0
Bac_MB-A2-108_genus,180,0,0,1270,0,106,528,1711,4199,175,0,1026,0,0,959,0,0,0,0,0,29153,0,2766,0,0,0,0,0,0,0,0,0,5794,2529,2422,7551,0,0,0,0,0,0
Bac_Zag_111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49501,0,0,0,0,0,0,0,0,0,0,10133,0,0,0,0,0
Bac_Serratia,3276,1487,0,3443,29637,8746,0,1154,2579,4481,813,470,0,0,0,0,0,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Elusimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22845,34324,0
Bac_Quinella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19542,0,5628,0,0,5687,0,16330,0,0,0,9621
Bac_Actinomarinales_genus,0,2791,0,1450,417,603,1452,1489,795,701,130,1923,2038,4993,1439,0,0,1213,2425,0,18863,507,2766,0,0,0,5496,0,0,0,0,0,0,0,0,4531,0,0,0,0,0,0
Bac_Anaerosalibacter,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366,0,52973,0
Bac_Parabacteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Rikenellaceae_RC9_gut_group,0,399,0,0,159,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6355,0,0,21848,1642,0,0,15920,0,0,0,8182
Bac_Erysipelotrichaceae_genus,129,0,0,0,199,0,0,7207,284,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,45083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_67_14_genus,348,2694,3059,2036,0,2326,0,1828,8593,0,0,1649,0,3464,1620,616,0,1337,2340,0,0,0,0,0,0,7520,0,0,0,0,8447,0,0,0,5550,0,0,0,0,0,0,0
Bac_Subgroup_2_genus,1015,8173,0,988,4691,3386,0,0,0,6568,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16763,0,0,0,10856,0,0,0,0,0,0,0,0,0
Bac_Bacillus,201,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,1841,0,0,0,2111,0,0,0,0,0,48155,0,0,0,0,0,0
Bac_Bryobacter,1691,5230,5610,3706,782,451,0,5578,1192,2626,554,2515,2644,0,0,897,0,2596,0,0,0,475,0,0,0,0,0,0,0,6989,0,0,0,0,0,0,8839,0,0,0,0,0
Bac_Kribbella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8075,0,2669,0,0,29138,10993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Aerococcus,0,0,0,0,0,0,769,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,10628,38573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Hydrogenoanaerobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14919,0,0,0,0,0,0,0,0,0,35146,0,0
Bac_Aureimonas,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_[Eubacterium]_coprostanoligenes_group_genus,232,0,0,170,268,0,0,1393,410,225,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,13264,0,0,0,22535,0,0,0,0,0,0,8914,0,0,0,0,0
Bac_Paeniglutamicibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47074,0,0,0,0,0,0,0
Bac_Albibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46632,0,0,0
Bac_Rhodospirillales_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33478,0,0,0,7308,2865,0,0,0,0,0,0,0,0,0,0,0
Bac_Pseudogracilibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,0,0,0,0,14766,0,3660,0,0,18521,4168,0,0
Bac_UCG-009,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40814,0,0,0
Bac_Caldilineaceae_genus,522,1010,0,1563,0,116,0,522,307,169,0,354,0,533,0,0,0,0,0,32588,0,0,0,0,0,2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Subgroup_25_genus,0,4250,0,494,782,0,0,507,1490,0,0,457,3231,0,0,0,0,0,2920,0,19665,0,3533,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_WN-HWB-116_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39897,0,0,0,0,0,0
Bac_Nonomuraea,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7938,0,0,0,18878,0,0,11622,0
Bac_Agathobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28616,0,0,9832,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_MND1,93,0,1088,407,358,310,475,697,1146,902,0,440,887,497,926,0,0,0,624,17380,0,0,2135,0,0,0,0,0,0,0,0,0,4405,0,0,0,4779,0,0,0,0,0
Bac_Lysobacter,0,0,0,363,1150,0,0,1368,731,0,0,0,0,0,0,0,0,0,0,0,0,0,4159,0,0,8206,0,0,0,0,0,0,0,21539,0,0,0,0,0,0,0,0
Bac_Neobacillus,0,1485,0,0,1010,0,0,1186,1393,0,0,1680,2786,1175,2251,0,0,867,0,0,0,0,2580,0,0,0,0,0,0,0,0,20985,0,0,0,0,0,0,0,0,0,0
Bac_AKYG587,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Variovorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15558,0,0,0,10398,0,0,0,0,0,0,0,0,0,0,0,0,0,10226,0,0,0,0,0
Bac_S085_genus,0,769,0,232,245,531,0,358,2102,926,261,215,967,852,1585,281,0,0,0,0,0,0,886,0,0,0,0,0,0,0,0,0,7542,10257,1600,0,0,0,0,6305,0,0
Bac_Izemoplasmatales_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Sphingomonas,345,610,0,1151,364,859,1498,591,1807,1377,645,1278,685,0,0,418,0,0,0,0,0,0,0,0,2391,0,0,0,0,0,0,0,19433,0,0,0,0,0,0,0,0,0
Bac_S0134_terrestrial_group_genus,0,0,931,232,368,212,0,0,280,0,0,0,0,1095,0,141,0,0,0,22258,0,670,1662,0,0,0,0,0,0,0,0,0,5106,0,0,0,0,0,0,0,0,0
Bac_Agrococcus,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,29478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Acidiferrimicrobium,0,674,0,0,0,0,0,0,768,1014,286,236,0,533,0,0,0,0,0,0,3969,0,0,0,2642,0,0,0,0,0,0,20224,0,0,0,0,0,0,0,0,0,0
Bac_Skermanella,0,469,0,0,448,736,0,1263,1023,507,0,1060,958,488,1118,0,0,278,780,0,10310,489,0,1134,0,0,1832,0,0,0,0,0,0,0,0,2429,0,0,0,0,0,4609
Bac_Dubosiella,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20068,0,0,0,0,0,0,0,9569,0,0,0
Bac_A4b_genus,0,1635,0,1151,0,106,0,523,1035,1235,0,0,1009,1979,0,528,826,0,0,0,0,0,1662,1302,0,0,0,0,0,0,0,0,14570,0,1067,0,0,0,0,0,0,0
Bac_Pirellulaceae_genus,0,3033,0,1605,725,419,0,0,2212,305,514,1274,0,1680,625,0,0,0,0,0,10850,0,1749,0,0,0,0,0,0,0,0,0,0,0,3158,0,0,0,0,0,0,0
Bac_Gitt-GS-136_genus,0,0,0,465,0,0,0,0,561,0,0,430,0,852,528,0,0,0,0,0,0,0,2437,0,0,0,0,0,0,0,0,18470,0,0,0,0,4157,0,0,0,0,0
Bac_Mycetocola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,11969,0,0,9086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_0319-7L14_genus,0,349,0,735,417,387,0,328,0,0,0,732,0,0,0,97,0,0,0,0,0,0,1885,0,0,0,7945,0,0,0,0,0,5794,8768,0,0,0,0,0,0,0,0
Bac_Peptococcaceae_genus,0,0,0,0,0,0,0,258,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24911,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Microtrichales_genus,348,0,0,0,0,0,0,522,614,0,0,0,0,0,0,154,0,0,0,16157,0,0,0,0,0,0,0,0,0,0,0,0,8259,0,0,0,0,0,0,0,0,0
Bac_Cellulosimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8177,0,0,0,0,0,17026,0,0,0,0,0,0,0,0
